
SetupTitle, TFT lin RollOut
PrimitiveTest, I/V Sweep
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/10/2020 10:08:30
MetaData, TestRecord.TestTarget, P1G3_50-20
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, linear
MetaData, TestRecord.LinkKey, 63b76f19-c00e-4c4f-a91f-28dd6a081b1e
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -4
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, absIg
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-05, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, IG, ID, IS, VD, dIddVg, absIg, absId
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, V, S, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT lin RollOut
Dimension1, 111, 111, 111, 111, 111, 111, 111, 111
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, dIddVg, absIg, absId
DataValue, -4, 0.1, -2.1400000000000002E-13, -1.12E-12, 3.41E-13, 9.6199999999999933E-12, 1.12E-12, 2.1400000000000002E-13
DataValue, -3.9, 0.1, 7.48E-13, 4.3200000000000003E-13, 3.65E-13, 3.450000000000005E-13, 4.3200000000000003E-13, 7.48E-13
DataValue, -3.8000000000000003, 0.1, -1.4500000000000001E-13, -2.33E-13, 1.6000000000000003E-13, -6.395000000000009E-12, 2.33E-13, 1.4500000000000001E-13
DataValue, -3.7, 0.1, -5.3100000000000006E-13, -3.87E-13, -2.47E-13, -1.0849999999999991E-12, 3.87E-13, 5.3100000000000006E-13
DataValue, -3.6, 0.1, -3.62E-13, 1.58E-13, -4.4000000000000004E-13, 1.9199999999999987E-12, 1.58E-13, 3.62E-13
DataValue, -3.5, 0.1, -1.47E-13, 2.0300000000000002E-13, -3.97E-13, 5.2999999999999956E-13, 2.0300000000000002E-13, 1.47E-13
DataValue, -3.4, 0.1, -2.56E-13, 4.1800000000000004E-13, -2.11E-13, -1.6500000000000023E-12, 4.1800000000000004E-13, 2.56E-13
DataValue, -3.3000000000000003, 0.1, -4.77E-13, 3.2000000000000005E-13, -1.9700000000000002E-13, -6.3500000000000093E-13, 3.2000000000000005E-13, 4.77E-13
DataValue, -3.2, 0.1, -3.8300000000000003E-13, 9.0000000000000008E-14, -3.08E-13, 1.1449999999999989E-12, 9.0000000000000008E-14, 3.8300000000000003E-13
DataValue, -3.1, 0.1, -2.48E-13, 3.5800000000000004E-13, -2.59E-13, 2.2549999999999984E-12, 3.5800000000000004E-13, 2.48E-13
DataValue, -3, 0.1, 6.8E-14, 1.4300000000000002E-13, -4.8400000000000006E-13, 1.5099999999999988E-12, 1.4300000000000002E-13, 6.8E-14
DataValue, -2.9, 0.1, 5.4000000000000003E-14, -1.89E-13, -1.7300000000000002E-13, -7.52500000000001E-12, 1.89E-13, 5.4000000000000003E-14
DataValue, -2.8000000000000003, 0.1, -1.437E-12, -5.22E-13, 4.0500000000000004E-13, -3.7150000000000051E-12, 5.22E-13, 1.437E-12
DataValue, -2.7, 0.1, -6.8900000000000009E-13, -2.323E-12, 1.5500000000000002E-13, 6.8499999999999936E-12, 2.323E-12, 6.8900000000000009E-13
DataValue, -2.6, 0.1, -6.7E-14, -1.241E-12, 1.25E-13, 1.2064999999999991E-11, 1.241E-12, 6.7E-14
DataValue, -2.5, 0.1, 1.7240000000000001E-12, -2.9610000000000004E-12, -9.99E-13, -2.1699999999999982E-12, 2.9610000000000004E-12, 1.7240000000000001E-12
DataValue, -2.4, 0.1, -5.0100000000000009E-13, 1.3630000000000002E-12, 5.2400000000000009E-13, -6.1200000000000087E-12, 1.3630000000000002E-12, 5.0100000000000009E-13
DataValue, -2.3000000000000003, 0.1, 5E-13, 3.38E-13, -1.28E-13, 3.3055000000000048E-11, 3.38E-13, 5E-13
DataValue, -2.2, 0.1, 6.1100000000000004E-12, -2.0250000000000004E-12, -1.2400000000000002E-12, -1.0604999999999991E-11, 2.0250000000000004E-12, 6.1100000000000004E-12
DataValue, -2.1, 0.1, -1.621E-12, 5.34E-13, 2.0000000000000003E-14, -2.657499999999998E-11, 5.34E-13, 1.621E-12
DataValue, -2, 0.1, 7.95E-13, -5.69E-13, -4.7E-14, 4.7200000000000009E-12, 5.69E-13, 7.95E-13
DataValue, -1.9000000000000001, 0.1, -6.77E-13, -9.82E-13, 2.2E-14, -1.1155000000000002E-11, 9.82E-13, 6.77E-13
DataValue, -1.8, 0.1, -1.4360000000000001E-12, -7.73E-13, -5.0800000000000006E-13, -4.6000000000000016E-13, 7.73E-13, 1.4360000000000001E-12
DataValue, -1.7000000000000002, 0.1, -7.6900000000000006E-13, 1.124E-12, 5.1000000000000004E-14, 1.3260000000000005E-11, 1.124E-12, 7.6900000000000006E-13
DataValue, -1.6, 0.1, 1.216E-12, -5.0000000000000008E-15, -3.0000000000000002E-15, 3.0549999999999974E-12, 5.0000000000000008E-15, 1.216E-12
DataValue, -1.5, 0.1, -1.58E-13, 3.16E-13, -2E-13, -8.4850000000000019E-12, 3.16E-13, 1.58E-13
DataValue, -1.4000000000000001, 0.1, -4.8100000000000007E-13, 4.86E-13, -3.3E-13, 8.9500000000000033E-13, 4.86E-13, 4.8100000000000007E-13
DataValue, -1.3, 0.1, 2.1000000000000002E-14, 1E-15, -2.95E-13, -4.2249999999999962E-12, 1E-15, 2.1000000000000002E-14
DataValue, -1.2, 0.1, -1.326E-12, 7.3E-14, -1.87E-13, -3.1000000000000009E-12, 7.3E-14, 1.326E-12
DataValue, -1.1, 0.1, -5.9900000000000007E-13, -6.9800000000000006E-13, -1.0800000000000001E-13, 2.0599999999999997E-12, 6.9800000000000006E-13, 5.9900000000000007E-13
DataValue, -1, 0.1, -9.1400000000000014E-13, -2.9E-14, -3.1300000000000003E-13, -3.8499999999999972E-13, 2.9E-14, 9.1400000000000014E-13
DataValue, -0.9, 0.1, -6.76E-13, 5.0300000000000008E-13, -3.27E-13, 2.270000000000001E-12, 5.0300000000000008E-13, 6.76E-13
DataValue, -0.8, 0.1, -4.6000000000000006E-13, 4.3000000000000006E-14, -1.83E-13, 2.395000000000001E-12, 4.3000000000000006E-14, 4.6000000000000006E-13
DataValue, -0.70000000000000007, 0.1, -1.9700000000000002E-13, 1.64E-13, -7.8000000000000008E-14, -8.749999999999995E-13, 1.64E-13, 1.9700000000000002E-13
DataValue, -0.6, 0.1, -6.35E-13, -5.0800000000000006E-13, -5.91E-13, -1.3459999999999996E-11, 5.0800000000000006E-13, 6.35E-13
DataValue, -0.5, 0.1, -2.8890000000000003E-12, 3.2680000000000002E-12, -4.3000000000000004E-13, 7.7500000000000023E-12, 3.2680000000000002E-12, 2.8890000000000003E-12
DataValue, -0.4, 0.1, 9.15E-13, 3.568E-12, -7.08E-13, 1.7565000000000003E-11, 3.568E-12, 9.15E-13
DataValue, -0.3, 0.1, 6.2400000000000007E-13, 2.807E-12, -2.5200000000000004E-13, -2.025E-12, 2.807E-12, 6.2400000000000007E-13
DataValue, -0.2, 0.1, 5.1E-13, 1.437E-12, -9.0900000000000006E-13, 3.0680000000000004E-11, 1.437E-12, 5.1E-13
DataValue, -0.1, 0.1, 6.76E-12, 1.404E-12, -6.4590000000000006E-12, 3.3577E-10, 1.404E-12, 6.76E-12
DataValue, 0, 0.1, 6.7664000000000011E-11, -5E-14, -6.6306E-11, 2.70425E-09, 5E-14, 6.7664000000000011E-11
DataValue, 0.1, 0.1, 5.4761E-10, 1.055E-12, -5.1844800000000009E-10, 1.2439529999999998E-08, 1.055E-12, 5.4761E-10
DataValue, 0.2, 0.1, 2.55557E-09, -1.1190000000000002E-12, -2.45084E-09, 3.5200250000000004E-08, 1.1190000000000002E-12, 2.55557E-09
DataValue, 0.3, 0.1, 7.58766E-09, -1.299E-12, -7.34624E-09, 6.2550149999999989E-08, 1.299E-12, 7.58766E-09
DataValue, 0.4, 0.1, 1.50656E-08, 2.2500000000000003E-13, -1.4726899999999998E-08, 8.6874699999999973E-08, 2.2500000000000003E-13, 1.50656E-08
DataValue, 0.5, 0.1, 2.4962599999999998E-08, 1.429E-12, -2.4583899999999998E-08, 1.06924E-07, 1.429E-12, 2.4962599999999998E-08
DataValue, 0.6, 0.1, 3.6450399999999994E-08, -5.4800000000000009E-13, -3.6030799999999996E-08, 1.2128699999999994E-07, 5.4800000000000009E-13, 3.6450399999999994E-08
DataValue, 0.70000000000000007, 0.1, 4.9219999999999993E-08, -5.64E-13, -4.8751199999999995E-08, 1.3278999999999999E-07, 5.64E-13, 4.9219999999999993E-08
DataValue, 0.8, 0.1, 6.30084E-08, 1.2600000000000002E-13, -6.2573499999999988E-08, 1.4263650000000002E-07, 1.2600000000000002E-13, 6.30084E-08
DataValue, 0.9, 0.1, 7.7747299999999991E-08, -2.7000000000000002E-14, -7.7365399999999987E-08, 1.514985E-07, 2.7000000000000002E-14, 7.7747299999999991E-08
DataValue, 1, 0.1, 9.33081E-08, -5.3200000000000006E-13, -9.29057E-08, 1.5902799999999991E-07, 5.3200000000000006E-13, 9.33081E-08
DataValue, 1.1, 0.1, 1.0955289999999998E-07, 1.103E-12, -1.0923159999999999E-07, 1.6479950000000006E-07, 1.103E-12, 1.0955289999999998E-07
DataValue, 1.2, 0.1, 1.26268E-07, 1.03E-12, -1.25914E-07, 1.7113550000000015E-07, 1.03E-12, 1.26268E-07
DataValue, 1.3, 0.1, 1.4378E-07, -9.55E-13, -1.43559E-07, 1.7862499999999976E-07, 9.55E-13, 1.4378E-07
DataValue, 1.4000000000000001, 0.1, 1.61993E-07, -1.6100000000000002E-13, -1.61803E-07, 1.8462500000000003E-07, 1.6100000000000002E-13, 1.61993E-07
DataValue, 1.5, 0.1, 1.80705E-07, 5.4000000000000003E-14, -1.80588E-07, 1.9011500000000016E-07, 5.4000000000000003E-14, 1.80705E-07
DataValue, 1.6, 0.1, 2.00016E-07, 2.6400000000000004E-13, -1.99886E-07, 1.9501499999999979E-07, 2.6400000000000004E-13, 2.00016E-07
DataValue, 1.7000000000000002, 0.1, 2.19708E-07, -3.1E-14, -2.19644E-07, 1.9931E-07, 3.1E-14, 2.19708E-07
DataValue, 1.8, 0.1, 2.39878E-07, -6.76E-13, -2.39832E-07, 2.0397E-07, 6.76E-13, 2.39878E-07
