
SetupTitle, TFT sat RollOut
PrimitiveTest, I/V Sweep
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/10/2020 10:16:56
MetaData, TestRecord.TestTarget, P1G3_50-10
MetaData, TestRecord.IterationIndex, 5
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, sat
MetaData, TestRecord.LinkKey, 50208a8e-abe8-42f4-a643-3aaee9930d35
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -4
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, absIg
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.001, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, IG, ID, IS, VD, dIddVg, absIg, absId
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, V, S, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT sat RollOut
Dimension1, 111, 111, 111, 111, 111, 111, 111, 111
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, dIddVg, absIg, absId
DataValue, -4, 7, -3.26E-13, -2.8900000000000003E-13, -6.6000000000000009E-14, 2.0114293010362304E-11, 2.8900000000000003E-13, 3.26E-13
DataValue, -3.9, 7, 1.5000000000000002E-14, -4.3000000000000006E-14, -2.1000000000000001E-13, 7.4421245600585858E-15, 4.3000000000000006E-14, 1.5000000000000002E-14
DataValue, -3.8000000000000003, 7, -3.4600000000000004E-13, -2.6000000000000003E-14, -2.2100000000000002E-13, 1.4335839740698541E-12, 2.6000000000000003E-14, 3.4600000000000004E-13
DataValue, -3.7, 7, -1.3100000000000002E-13, 9.9000000000000007E-14, -2.17E-13, 8.276474450676943E-14, 9.9000000000000007E-14, 1.3100000000000002E-13
DataValue, -3.6, 7, -4.1700000000000004E-13, 2.56E-13, -2.4000000000000004E-13, 5.4363426098492916E-13, 2.56E-13, 4.1700000000000004E-13
DataValue, -3.5, 7, -4.6000000000000006E-14, -2.12E-13, -1.9500000000000003E-13, 3.5104628765691105E-13, 2.12E-13, 4.6000000000000006E-14
DataValue, -3.4, 7, -2.7800000000000003E-13, 3.38E-13, -9.4E-14, 7.6909100792662743E-13, 3.38E-13, 2.7800000000000003E-13
DataValue, -3.3000000000000003, 7, 1.52E-13, -1.65E-13, -1.1300000000000001E-13, 5.2108648117692912E-12, 1.65E-13, 1.52E-13
DataValue, -3.2, 7, 5.0000000000000008E-15, 6.0000000000000009E-14, -3.8E-14, 4.7186787397632216E-13, 6.0000000000000009E-14, 5.0000000000000008E-15
DataValue, -3.1, 7, 2.7800000000000003E-13, -2.0400000000000001E-13, -9.7E-14, 4.6887112585072447E-14, 2.0400000000000001E-13, 2.7800000000000003E-13
DataValue, -3, 7, -1.3000000000000001E-14, -2.71E-13, -4.7E-14, 6.3866942542223533E-13, 2.71E-13, 1.3000000000000001E-14
DataValue, -2.9, 7, -1.35E-13, -2.24E-13, -1.18E-13, 2.887530193412885E-12, 2.24E-13, 1.35E-13
DataValue, -2.8000000000000003, 7, -2.06E-13, 6.8E-14, -7.9E-14, 9.4301948466053843E-13, 6.8E-14, 2.06E-13
DataValue, -2.7, 7, 3.0000000000000005E-14, 7.9E-14, 1.9600000000000002E-13, 2.6757228638231867E-12, 7.9E-14, 3.0000000000000005E-14
DataValue, -2.6, 7, -6.1E-13, 4.4900000000000006E-13, 1.24E-13, 3.8683718298611545E-12, 4.4900000000000006E-13, 6.1E-13
DataValue, -2.5, 7, 3.2100000000000005E-13, -1.1300000000000001E-13, -4E-15, 2.9386002910340449E-12, 1.1300000000000001E-13, 3.2100000000000005E-13
DataValue, -2.4, 7, 1.9200000000000002E-13, 1.2000000000000002E-13, -4.9000000000000006E-14, 1.950079189643885E-17, 1.2000000000000002E-13, 1.9200000000000002E-13
DataValue, -2.3000000000000003, 7, 3.2000000000000005E-13, 3.8100000000000004E-13, -4.3000000000000006E-14, 1.3620272188369686E-14, 3.8100000000000004E-13, 3.2000000000000005E-13
DataValue, -2.2, 7, 2.1300000000000003E-13, 1.5100000000000001E-13, -1.36E-13, 1.3516248084882005E-12, 1.5100000000000001E-13, 2.1300000000000003E-13
DataValue, -2.1, 7, 1.1100000000000001E-13, 5.11E-13, -1.46E-13, 4.9409019768671417E-13, 5.11E-13, 1.1100000000000001E-13
DataValue, -2, 7, 1.03E-13, 2.2100000000000002E-13, -1.8000000000000002E-13, 5.8955811216267529E-14, 2.2100000000000002E-13, 1.03E-13
DataValue, -1.9000000000000001, 7, -8.1000000000000008E-14, 1.35E-13, -2.57E-13, 2.199267472100656E-13, 1.35E-13, 8.1000000000000008E-14
DataValue, -1.8, 7, -1.7200000000000002E-13, 3.31E-13, -1.8600000000000002E-13, 7.6337242914972239E-13, 3.31E-13, 1.7200000000000002E-13
DataValue, -1.7000000000000002, 7, -2.11E-13, -7.2000000000000009E-14, -2.4000000000000004E-13, 2.410718102249698E-12, 7.2000000000000009E-14, 2.11E-13
DataValue, -1.6, 7, -5.2600000000000008E-13, 1.3100000000000002E-13, -2.6200000000000004E-13, 1.1656479825880523E-12, 1.3100000000000002E-13, 5.2600000000000008E-13
DataValue, -1.5, 7, -4.5600000000000008E-13, 1.59E-13, -3.27E-13, 1.0062500813823295E-13, 1.59E-13, 4.5600000000000008E-13
DataValue, -1.4000000000000001, 7, -4.3800000000000005E-13, -6.54E-13, -2.34E-13, 7.1667479674990262E-13, 6.54E-13, 4.3800000000000005E-13
DataValue, -1.3, 7, -2.56E-13, -9.61E-13, -1.7E-13, 4.0051568505420627E-12, 9.61E-13, 2.56E-13
DataValue, -1.2, 7, -1.128E-12, -1.7620000000000002E-12, 6.9000000000000009E-14, 1.1796862217823983E-11, 1.7620000000000002E-12, 1.128E-12
DataValue, -1.1, 7, -1.423E-12, 6.9300000000000008E-13, 3.05E-13, 8.5740118770037E-12, 6.9300000000000008E-13, 1.423E-12
DataValue, -1, 7, 2.2700000000000002E-13, -1.9500000000000003E-13, 1.03E-13, 1.3735623615235628E-11, 1.9500000000000003E-13, 2.2700000000000002E-13
DataValue, -0.9, 7, -2.0400000000000001E-13, -7.4200000000000007E-13, -8.7000000000000008E-14, 5.3031497182693246E-12, 7.4200000000000007E-13, 2.0400000000000001E-13
DataValue, -0.8, 7, -8.780000000000001E-13, -5.61E-13, -2.6500000000000003E-13, 1.1972108099962947E-11, 5.61E-13, 8.780000000000001E-13
DataValue, -0.70000000000000007, 7, -1.308E-12, -5.8000000000000005E-13, -5.7900000000000006E-13, 2.6619944583364064E-12, 5.8000000000000005E-13, 1.308E-12
DataValue, -0.6, 7, -1.596E-12, -7.6300000000000008E-13, -6.640000000000001E-13, 2.2017338275282246E-14, 7.6300000000000008E-13, 1.596E-12
DataValue, -0.5, 7, -1.241E-12, -2.2200000000000001E-13, -6.1800000000000009E-13, 4.8249279539403554E-12, 2.2200000000000001E-13, 1.241E-12
DataValue, -0.4, 7, -6.79E-13, -3.31E-13, -4.33E-13, 9.2728334167836947E-12, 3.31E-13, 6.79E-13
DataValue, -0.3, 7, -2.55E-13, -1.3100000000000002E-13, -2.1600000000000001E-13, 2.0377288744199095E-12, 1.3100000000000002E-13, 2.55E-13
DataValue, -0.2, 7, 2.9000000000000003E-13, 8.4000000000000008E-14, -1.5500000000000002E-13, 3.1367847972595942E-11, 8.4000000000000008E-14, 2.9000000000000003E-13
DataValue, -0.1, 7, 2.641E-12, -1.23E-13, -2.0450000000000003E-12, 4.0153962462274694E-10, 1.23E-13, 2.641E-12
DataValue, 0, 7, 2.0668E-11, 1.3E-13, -1.8169E-11, 2.7948811718311593E-09, 1.3E-13, 2.0668E-11
DataValue, 0.1, 7, 1.48802E-10, -9.8000000000000012E-14, -1.358E-10, 1.3088739795993212E-08, 9.8000000000000012E-14, 1.48802E-10
DataValue, 0.2, 7, 7.5226300000000007E-10, 7.9E-14, -6.97729E-10, 4.0444986673467E-08, 7.9E-14, 7.5226300000000007E-10
DataValue, 0.3, 7, 2.74789E-09, 8.9000000000000012E-14, -2.62035E-09, 1.2536132496107775E-07, 8.9000000000000012E-14, 2.74789E-09
DataValue, 0.4, 7, 9.65114E-09, -1.16E-13, -9.19729E-09, 3.1622357738677834E-07, 1.16E-13, 9.65114E-09
DataValue, 0.5, 7, 2.7187999999999998E-08, -2.36E-13, -2.60658E-08, 5.8578918026307647E-07, 2.36E-13, 2.7187999999999998E-08
DataValue, 0.6, 7, 6.31587E-08, -2.73E-13, -6.15192E-08, 8.2421736307846063E-07, 2.73E-13, 6.31587E-08
DataValue, 0.70000000000000007, 7, 1.20035E-07, -2.37E-13, -1.17825E-07, 1.0341237917897278E-06, 2.37E-13, 1.20035E-07
DataValue, 0.8, 7, 2.0675E-07, 3.3200000000000005E-13, -2.04161E-07, 1.2444933742135917E-06, 3.3200000000000005E-13, 2.0675E-07
DataValue, 0.9, 7, 3.24415E-07, -9.1E-14, -3.20746E-07, 1.3712491292832753E-06, 9.1E-14, 3.24415E-07
DataValue, 1, 7, 4.74581E-07, -2.6000000000000003E-14, -4.70026E-07, 1.4735406931386094E-06, 2.6000000000000003E-14, 4.74581E-07
DataValue, 1.1, 7, 6.59918E-07, 1.18E-13, -6.54958E-07, 1.5666345200359123E-06, 1.18E-13, 6.59918E-07
DataValue, 1.2, 7, 8.82151E-07, -2.1300000000000003E-13, -8.76982E-07, 1.6463812069788461E-06, 2.1300000000000003E-13, 8.82151E-07
DataValue, 1.3, 7, 1.1427100000000002E-06, -1.1000000000000001E-13, -1.137318E-06, 1.7146227495583788E-06, 1.1000000000000001E-13, 1.1427100000000002E-06
DataValue, 1.4000000000000001, 7, 1.44268E-06, -1.64E-13, -1.4353300000000002E-06, 1.7816141796190495E-06, 1.64E-13, 1.44268E-06
DataValue, 1.5, 7, 1.78471E-06, -3.7E-14, -1.7791500000000002E-06, 1.857541100083837E-06, 3.7E-14, 1.78471E-06
DataValue, 1.6, 7, 2.1717900000000003E-06, -6.4E-14, -2.16643E-06, 1.9242636233998959E-06, 6.4E-14, 2.1717900000000003E-06
DataValue, 1.7000000000000002, 7, 2.60295E-06, -1.4E-13, -2.59713E-06, 1.9775090538385743E-06, 1.4E-13, 2.60295E-06
DataValue, 1.8, 7, 3.0798400000000004E-06, -1.3900000000000001E-13, -3.0729200000000004E-06, 2.0238228211238545E-06, 1.3900000000000001E-13, 3.0798400000000004E-06
