
SetupTitle, TFT lin RollOut
PrimitiveTest, I/V Sweep
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/10/2020 09:59:39
MetaData, TestRecord.TestTarget, P1G3_50-5
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, linear
MetaData, TestRecord.LinkKey, 82db81e0-2659-4221-a97a-422ff1c5dfc9
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -4
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, absIg
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-05, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.54545454545454541
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.72222222222222221
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, IG, ID, IS, VD, dIddVg, absIg, absId
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, V, S, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT lin RollOut
Dimension1, 111, 111, 111, 111, 111, 111, 111, 111
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, dIddVg, absIg, absId
DataValue, -4, 0.1, -7.6890000000000009E-12, 8.6100000000000007E-13, 4.91E-13, 1.0854999999999991E-10, 8.6100000000000007E-13, 7.6890000000000009E-12
DataValue, -3.9, 0.1, 3.1660000000000004E-12, 2.2160000000000003E-12, -8.0000000000000013E-14, 4.9770000000000071E-11, 2.2160000000000003E-12, 3.1660000000000004E-12
DataValue, -3.8000000000000003, 0.1, 2.265E-12, 1.185E-12, 1.03E-13, 7.6500000000000027E-13, 1.185E-12, 2.265E-12
DataValue, -3.7, 0.1, 3.3190000000000003E-12, 7.8000000000000008E-14, 8.8000000000000009E-13, 6.984999999999995E-12, 7.8000000000000008E-14, 3.3190000000000003E-12
DataValue, -3.6, 0.1, 3.662E-12, 4.0660000000000006E-12, -5.35E-13, -2.0499999999999984E-11, 4.0660000000000006E-12, 3.662E-12
DataValue, -3.5, 0.1, -7.8100000000000011E-13, 1.193E-12, -8.0800000000000009E-13, -4.2144999999999968E-11, 1.193E-12, 7.8100000000000011E-13
DataValue, -3.4, 0.1, -4.767E-12, -2.941E-12, 2.68E-13, -3.3150000000000044E-12, 2.941E-12, 4.767E-12
DataValue, -3.3000000000000003, 0.1, -1.4440000000000001E-12, -4.5800000000000007E-13, 1.99E-13, 2.4475000000000034E-11, 4.5800000000000007E-13, 1.4440000000000001E-12
DataValue, -3.2, 0.1, 1.28E-13, -1.75E-13, 1.0500000000000001E-13, 6.9049999999999945E-12, 1.75E-13, 1.28E-13
DataValue, -3.1, 0.1, -6.3000000000000009E-14, -8E-13, -1.5000000000000002E-14, -1.0554999999999991E-11, 8E-13, 6.3000000000000009E-14
DataValue, -3, 0.1, -1.9830000000000003E-12, -8.780000000000001E-13, -3.15E-13, -1.4544999999999989E-11, 8.780000000000001E-13, 1.9830000000000003E-12
DataValue, -2.9, 0.1, -2.9720000000000003E-12, -5.9600000000000009E-13, -6.34E-13, -5.9499999999999979E-13, 5.9600000000000009E-13, 2.9720000000000003E-12
DataValue, -2.8000000000000003, 0.1, -2.102E-12, -3.7100000000000003E-13, -6.0300000000000006E-13, 1.374500000000002E-11, 3.7100000000000003E-13, 2.102E-12
DataValue, -2.7, 0.1, -2.23E-13, 2.82E-13, -3.3600000000000003E-13, 1.6999999999999987E-11, 2.82E-13, 2.23E-13
DataValue, -2.6, 0.1, 1.2980000000000001E-12, 1.3020000000000001E-12, -2.0800000000000002E-13, 5.4549999999999956E-12, 1.3020000000000001E-12, 1.2980000000000001E-12
DataValue, -2.5, 0.1, 8.68E-13, 5.7100000000000009E-13, -7.6E-14, -3.9499999999999967E-12, 5.7100000000000009E-13, 8.68E-13
DataValue, -2.4, 0.1, 5.0800000000000006E-13, 2.9800000000000004E-13, 7.4E-14, -1.3000000000000017E-12, 2.9800000000000004E-13, 5.0800000000000006E-13
DataValue, -2.3000000000000003, 0.1, 6.08E-13, 8.96E-13, 2.2E-14, -3.1050000000000046E-12, 8.96E-13, 6.08E-13
DataValue, -2.2, 0.1, -1.1300000000000001E-13, 1.2150000000000002E-12, 3.7300000000000003E-13, 1.0674999999999992E-11, 1.2150000000000002E-12, 1.1300000000000001E-13
DataValue, -2.1, 0.1, 2.7430000000000003E-12, 3.871E-12, -8.1100000000000008E-13, 2.3699999999999978E-12, 3.871E-12, 2.7430000000000003E-12
DataValue, -2, 0.1, 3.6100000000000003E-13, 3.6080000000000004E-12, -8.8500000000000007E-13, -2.1630000000000007E-11, 3.6080000000000004E-12, 3.6100000000000003E-13
DataValue, -1.9000000000000001, 0.1, -1.5830000000000002E-12, 1.25E-13, -1.34E-13, 1.0670000000000002E-11, 1.25E-13, 1.5830000000000002E-12
DataValue, -1.8, 0.1, 2.495E-12, 2.7020000000000004E-12, -1.7200000000000002E-13, 1.6895000000000007E-11, 2.7020000000000004E-12, 2.495E-12
DataValue, -1.7000000000000002, 0.1, 1.7960000000000002E-12, 1.843E-12, -2.56E-13, -9.3400000000000034E-12, 1.843E-12, 1.7960000000000002E-12
DataValue, -1.6, 0.1, 6.2700000000000005E-13, 8.25E-13, 8.0000000000000013E-14, -1.1854999999999991E-11, 8.25E-13, 6.2700000000000005E-13
DataValue, -1.5, 0.1, -5.7500000000000007E-13, -4.8300000000000006E-13, 8.9000000000000012E-14, -8.5300000000000034E-12, 4.8300000000000006E-13, 5.7500000000000007E-13
DataValue, -1.4000000000000001, 0.1, -1.0790000000000002E-12, -1.153E-12, 4.6000000000000006E-14, -2.7550000000000007E-12, 1.153E-12, 1.0790000000000002E-12
DataValue, -1.3, 0.1, -1.126E-12, -9.010000000000001E-13, -4.3000000000000006E-14, 1.6949999999999989E-12, 9.010000000000001E-13, 1.126E-12
DataValue, -1.2, 0.1, -7.4000000000000008E-13, -6.5100000000000005E-13, -2.7800000000000003E-13, 4.2750000000000011E-12, 6.5100000000000005E-13, 7.4000000000000008E-13
DataValue, -1.1, 0.1, -2.71E-13, -2.2500000000000003E-13, -3.3200000000000005E-13, 6.6300000000000022E-12, 2.2500000000000003E-13, 2.71E-13
DataValue, -1, 0.1, 5.86E-13, 4.7E-14, -8.770000000000001E-13, 3.285999999999999E-11, 4.7E-14, 5.86E-13
DataValue, -0.9, 0.1, 6.3010000000000007E-12, -6.6000000000000009E-14, -6.0430000000000008E-12, 2.725250000000001E-10, 6.6000000000000009E-14, 6.3010000000000007E-12
DataValue, -0.8, 0.1, 5.5091E-11, 1.35E-13, -5.0630000000000004E-11, 2.0524600000000006E-09, 1.35E-13, 5.5091E-11
DataValue, -0.70000000000000007, 0.1, 4.1679300000000004E-10, 1.7800000000000002E-13, -3.8337000000000004E-10, 1.0887694999999997E-08, 1.7800000000000002E-13, 4.1679300000000004E-10
DataValue, -0.6, 0.1, 2.23263E-09, 1.9200000000000002E-13, -2.10207E-09, 4.2982584999999992E-08, 1.9200000000000002E-13, 2.23263E-09
DataValue, -0.5, 0.1, 9.01331E-09, -4.3000000000000006E-14, -8.56732E-09, 1.0888385000000002E-07, 4.3000000000000006E-14, 9.01331E-09
DataValue, -0.4, 0.1, 2.40094E-08, -1.9800000000000002E-13, -2.30647E-08, 2.1245344999999997E-07, 1.9800000000000002E-13, 2.40094E-08
DataValue, -0.3, 0.1, 5.1503999999999996E-08, 1.8600000000000002E-13, -4.9927699999999993E-08, 3.31928E-07, 1.8600000000000002E-13, 5.1503999999999996E-08
DataValue, -0.2, 0.1, 9.0395E-08, 1.22E-13, -8.849579999999999E-08, 4.2895499999999997E-07, 1.22E-13, 9.0395E-08
DataValue, -0.1, 0.1, 1.3729499999999999E-07, 1.8000000000000002E-14, -1.35015E-07, 5.132E-07, 1.8000000000000002E-14, 1.3729499999999999E-07
DataValue, 0, 0.1, 1.93035E-07, 1.8240000000000003E-12, -1.91331E-07, 5.89305E-07, 1.8240000000000003E-12, 1.93035E-07
DataValue, 0.1, 0.1, 2.55156E-07, 7E-15, -2.5322E-07, 6.4426E-07, 7E-15, 2.55156E-07
DataValue, 0.2, 0.1, 3.21887E-07, -1.69E-13, -3.2001E-07, 6.87695E-07, 1.69E-13, 3.21887E-07
DataValue, 0.3, 0.1, 3.92695E-07, -1.2960000000000001E-12, -3.91015E-07, 7.2595499999999983E-07, 1.2960000000000001E-12, 3.92695E-07
DataValue, 0.4, 0.1, 4.6707799999999997E-07, -2.8700000000000004E-13, -4.65319E-07, 7.5896500000000015E-07, 2.8700000000000004E-13, 4.6707799999999997E-07
DataValue, 0.5, 0.1, 5.44488E-07, -4.76E-13, -5.42833E-07, 7.9053500000000022E-07, 4.76E-13, 5.44488E-07
DataValue, 0.6, 0.1, 6.25185E-07, 1.4900000000000002E-13, -6.23698E-07, 8.1938499999999931E-07, 1.4900000000000002E-13, 6.25185E-07
DataValue, 0.70000000000000007, 0.1, 7.08365E-07, 6.4E-14, -7.07313E-07, 8.4736999999999994E-07, 6.4E-14, 7.08365E-07
DataValue, 0.8, 0.1, 7.94659E-07, 9.9300000000000011E-13, -7.93825E-07, 8.7400000000000023E-07, 9.9300000000000011E-13, 7.94659E-07
DataValue, 0.9, 0.1, 8.83165E-07, 3.3600000000000003E-13, -8.81958E-07, 8.948950000000005E-07, 3.3600000000000003E-13, 8.83165E-07
DataValue, 1, 0.1, 9.73638E-07, -9.98E-13, -9.7309E-07, 9.1442500000000067E-07, 9.98E-13, 9.73638E-07
DataValue, 1.1, 0.1, 1.0660500000000002E-06, 1.5100000000000001E-13, -1.06593E-06, 9.3886000000000019E-07, 1.5100000000000001E-13, 1.0660500000000002E-06
DataValue, 1.2, 0.1, 1.16141E-06, -8.060000000000001E-13, -1.1614500000000001E-06, 9.628499999999996E-07, 8.060000000000001E-13, 1.16141E-06
DataValue, 1.3, 0.1, 1.25862E-06, -1.003E-12, -1.2587800000000002E-06, 9.8039999999999912E-07, 1.003E-12, 1.25862E-06
DataValue, 1.4000000000000001, 0.1, 1.35749E-06, 1.2570000000000002E-12, -1.35765E-06, 9.98650000000001E-07, 1.2570000000000002E-12, 1.35749E-06
DataValue, 1.5, 0.1, 1.4583500000000002E-06, 6.2500000000000006E-13, -1.4581E-06, 1.0155500000000006E-06, 6.2500000000000006E-13, 1.4583500000000002E-06
DataValue, 1.6, 0.1, 1.5606000000000001E-06, -5.9800000000000008E-13, -1.5609300000000002E-06, 1.0317999999999992E-06, 5.9800000000000008E-13, 1.5606000000000001E-06
