Vgs	Id
0.26	0.0
0.27	9.276567129848521e-08
0.28	3.749704669384495e-07
0.29000000000000004	8.388526230005379e-07
0.30000000000000004	1.5054908799377367e-06
0.31000000000000005	2.338789818869274e-06
0.32000000000000006	3.2902253217168733e-06
0.33000000000000007	4.554751528586434e-06
0.3400000000000001	6.0124395189432e-06
0.3500000000000001	7.623694010140063e-06
0.3600000000000001	9.364240644856959e-06
0.3700000000000001	1.1437092320802076e-05
0.3800000000000001	1.3265695780793794e-05
0.3900000000000001	1.566750108212379e-05
0.40000000000000013	1.8196385734946412e-05
0.41000000000000014	2.0820000380165162e-05
0.42000000000000015	2.376467344378269e-05
0.43000000000000016	2.7181325315287617e-05
0.44000000000000017	2.9682597811781934e-05
0.4500000000000002	3.3323642462154236e-05
0.4600000000000002	3.7153337872885325e-05
0.4700000000000002	4.0913876352565134e-05
0.4800000000000002	4.515766319908577e-05
0.4900000000000002	4.973674050307931e-05
0.5000000000000002	5.417295358389882e-05
0.5100000000000002	5.7642390344675306e-05
0.5200000000000002	6.330017613735213e-05
0.5300000000000002	6.82991863332786e-05
0.5400000000000003	7.36043331934813e-05
0.5500000000000003	7.931838214609507e-05
0.5600000000000003	8.411229039546432e-05
0.5700000000000003	8.89205871912513e-05
0.5800000000000003	9.469604814532477e-05
0.5900000000000003	0.00010199190377499174
0.6000000000000003	0.00010944988090562338
0.6100000000000003	0.00011471429038948682
0.6200000000000003	0.00012093123703697905
0.6300000000000003	0.0001269479388640895
0.6400000000000003	0.00013505365243025448
0.6500000000000004	0.00014106275452403829
0.6600000000000004	0.00015036195407472098
0.6700000000000004	0.00015801776660956886
0.6800000000000004	0.00016449879472257083
0.6900000000000004	0.00017363360557848866
0.7000000000000004	0.00017940581011463292
0.7100000000000004	0.000186942819720432
0.7200000000000004	0.00019561202170805336
0.7300000000000004	0.00020587308753014112
0.7400000000000004	0.00021357436722593178
0.7500000000000004	0.00022248524738925174
0.7600000000000005	0.000231139520972344
0.7700000000000005	0.0002441978244212167
0.7800000000000005	0.00025489188305743955
0.7900000000000005	0.00026155093540016123
0.8000000000000005	0.000271540779344478
0.8100000000000005	0.0002811261633551472
0.8200000000000005	0.0002926067430780331
0.8300000000000005	0.00030517983329240897
0.8400000000000005	0.00031487361935862024
0.8500000000000005	0.0003279106731130015
0.8600000000000005	0.0003442098466400002
0.8700000000000006	0.0003451315312072838
0.8800000000000006	0.00035921432785880684
0.8900000000000006	0.00036847335817993083
0.9000000000000006	0.0003835944283350852
0.9100000000000006	0.0003962891146945883
0.9200000000000006	0.00040698202487149794
0.9300000000000006	0.0004165957652409372
0.9400000000000006	0.00042944179311001264
0.9500000000000006	0.00044837255897435687
0.9600000000000006	0.000456157822695576
0.9700000000000006	0.00047135850725921126
0.9800000000000006	0.0004891266996754956
0.9900000000000007	0.0005007078077328353
1.0000000000000007	0.0005157637668177823
1.0100000000000007	0.0005160775251087494
1.0200000000000007	0.0005298662009151011
1.0300000000000007	0.0005559695967920773
1.0400000000000007	0.0005663132425586633
1.0500000000000007	0.0005862685111172669
1.0600000000000007	0.000589068477766325
1.0700000000000007	0.0006073053781992779
1.0800000000000007	0.0006386300878673658
1.0900000000000007	0.0006458248322391464
1.1000000000000008	0.0006587883348650278
1.1100000000000008	0.000672794771175698
1.1200000000000008	0.0006879782391643965
1.1300000000000008	0.0007048095520563509
1.1400000000000008	0.0007181301043134529
1.1500000000000008	0.000736386511807189
1.1600000000000008	0.0007517439074955698
1.1700000000000008	0.000773419670019594
1.1800000000000008	0.0007916718836874097
1.1900000000000008	0.0008074694029201105
