Vds	Id
0.0	0.0
0.01	1.5825202250000003e-05
0.02	3.1528302e-05
0.03	4.710853874999999e-05
0.04	6.2565152e-05
0.05	7.789738125000001e-05
0.06	9.310446599999998e-05
0.07	0.00010818564575000002
0.08	0.00012314016000000003
0.09	0.00013796724825000003
0.1	0.00015266614999999997
0.11	0.00016723610474999998
0.12	0.00018167635199999998
0.13	0.00019598613125000003
0.14	0.00021016468199999997
0.15	0.00022421124374999996
0.16	0.000238125056
0.17	0.00025190535825000005
0.18	0.00026555139
0.19	0.00027906239074999996
0.2	0.00029243760000000003
0.21	0.00030567625725000006
0.22	0.00031877760199999994
0.23	0.00033174087375
0.24	0.000344565312
0.25	0.00035725015625000006
0.26	0.000369794646
0.27	0.00038219802075000007
0.28	0.00039445952000000004
0.29	0.00040657838325
0.3	0.00041855384999999997
0.31	0.00043038515975
0.32	0.00044207155200000006
0.33	0.00045361226625
0.34	0.00046500654199999996
0.35000000000000003	0.00047625361875
0.36	0.00048735273599999996
0.37	0.0004983031332500001
0.38	0.0005091040499999999
0.39	0.00051975472575
0.4	0.0005302544
0.41000000000000003	0.0005406023122500001
0.42	0.000550797702
0.43	0.00056083980875
0.44	0.000570727872
0.45	0.00058046113125
0.46	0.0005900388259999999
0.47000000000000003	0.0005994601957500001
0.48	0.0006087244800000001
0.49	0.0006178309182499999
0.5	0.00062677875
0.51	0.00063556721475
0.52	0.0006441955520000001
0.53	0.0006526630012499999
0.54	0.000660968802
0.55	0.0006691121937500001
0.56	0.000677092416
0.5700000000000001	0.00068490870825
0.58	0.0006925603099999998
0.59	0.0007000464607500001
0.6	0.0007073664
0.61	0.0007145193672499999
0.62	0.000721504602
0.63	0.0007283213437499999
0.64	0.0007349688320000002
0.65	0.00074144630625
0.66	0.000747753006
0.67	0.00075388817075
0.68	0.0007598510399999999
0.6900000000000001	0.00076564085325
0.7000000000000001	0.00077125685
0.71	0.0007766982697499998
0.72	0.0007819643520000001
0.73	0.0007870543362499999
0.74	0.0007919674620000001
0.75	0.0007967029687500001
0.76	0.0008012600959999999
0.77	0.00080563808325
0.78	0.0008098361699999998
0.79	0.00081385359575
0.8	0.0008176896
0.81	0.0008213434222499998
0.8200000000000001	0.0008248143020000001
0.8300000000000001	0.0008281014787500001
0.84	0.000831204192
0.85	0.0008341216812499999
0.86	0.0008368531859999999
0.87	0.00083939794575
0.88	0.0008417552000000001
0.89	0.00084392418825
0.9	0.0008459041499999999
0.91	0.0008476943247499999
0.92	0.000849293952
0.93	0.0008507022712499998
0.9400000000000001	0.000851918522
0.9500000000000001	0.000853038485
0.96	0.0008541584479999999
0.97	0.0008552784109999999
0.98	0.000856398374
0.99	0.000857518337
1.0	0.0008586382999999999
1.01	0.0008597582629999999
1.02	0.000860878226
1.03	0.000861998189
1.04	0.0008631181519999999
1.05	0.0008642381149999999
1.06	0.000865358078
1.07	0.000866478041
1.08	0.0008675980039999999
1.09	0.0008687179669999999
1.1	0.00086983793
1.11	0.000870957893
1.12	0.0008720778559999999
1.1300000000000001	0.0008731978189999999
1.1400000000000001	0.000874317782
1.1500000000000001	0.000875437745
1.16	0.0008765577079999999
1.17	0.0008776776709999999
1.18	0.0008787976339999999
1.19	0.000879917597
